inchi_key	n_annotations	target_genes	annotated_moas	smiles
FZZIIAUJWUWYCF-UHFFFAOYSA-N	1	CMA1	Known Chymase inhibitor	Cc1ccc(N2CC(=O)N(S(=O)(=O)c3ccc(Cl)cc3)C2=O)cc1C
GAANRNOWRTWFGY-MXVIHJGJSA-N	1	PRKCQ	PKC theta inhibitor	Cc1c(CNc2ncc([N+](=O)[O-])c(NC[C@H]3CC[C@H](CN)CC3)n2)cccc1-c1cccc(CN)c1
GACCZOWWEMDUMW-JWQCQUIFSA-N	1	SCN9A	Nav1.7 ( PN1/hNE-Na) Sodium Channel Blockers	CC(C)N1C(=O)[C@H](NC(=O)[C@@H](Cc2ccccc2F)NC(=O)c2ccc(F)cc2C(F)(F)F)CCc2cc(Cl)ccc21
GACOFEKSDCOVMV-RRYXBOBMSA-N	1	TRPC4	TRPC4 gene stimulator	CC(C)[C@@]12C[C@@H](OC(=O)CO)[C@@](C)(O1)[C@@H]1CC[C@@H](C)[C@H]1[C@@H]2OC(=O)/C=C/c1ccccc1
GADIKQPUNWAMEB-UHFFFAOYSA-N	8	GABRA1,GABRA2,GABRA3,GABRA5,GABRA6,GABRB2,GABRB3,GABRG2	Ligand of the GABAA receptor subtypes	CCc1c(C(=O)OC)ncc2[nH]c3cc(OC)c(OC)cc3c12
GAEUGYYJXUTOSY-UHFFFAOYSA-N	12	IRAK1,SYK,ZAP70,PTK2,AURKA,BMX	ZAP70 Kinase Inhibitors,ALK Inhibitors	CNc1cc(Nc2nccc(Nc3cccc(OC)c3S(N)(=O)=O)n2)ccc1C
GAGLCVGNZGLPTE-UHFFFAOYSA-N	1	VAV1	VAV1 Activation Inhibitor	
GAIGXSIJEITWDD-UHFFFAOYSA-N	1	PIM1	Pim-1 Kinase Inhibitors	Clc1cccc(-c2cnc3sc(NCCc4ccccn4)nn23)c1
GAKKPKBEHVIOLH-UHFFFAOYSA-N	4	CCNE2,CDK2	Pan Kinase Inhibitor,CDK Inhibitor	CNc1nc(C)c(-c2ccnc(Nc3ccc(N4CCNCC4)cc3)n2)s1
GAMRBCZMOOMBSQ-CCEZHUSRSA-N	16	TRPM8,TRPM2,TRPC6,PLA2G10	Phospholipase A2 (PLA2) Inhibitors,TRPC6 Inhibitors,TRPM2 Antagonists,TRPM8 (TRP-p8| CMR1)  Antagonists	CCCCCc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1
GAOZTHIDHYLHMS-KEOBGNEYSA-N	1			
GAPFINWZKMCSBG-UHFFFAOYSA-N	4	NOS2	Cyclooxygenase (COX) Inhibitors,Inducible Nitric Oxide Synthase (NOS-2) Inhibitors,Free Radical Scavengers,Antiinflammatory Drugs	N=C(N)NCCS
GAQWKARFCURWKO-HNNXBMFYSA-N	1			
GBABOYUKABKIAF-IELIFDKJSA-N	2	TUBB	Tubulin polymerization inhibitors,Antimitotic Drugs	CCC1=C[C@@H]2CN(C1)Cc1c([nH]c3ccccc13)[C@@](C(=O)OC)(c1cc3c(cc1OC)N(C)[C@H]1[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]4(CC)C=CCN5CC[C@]31[C@@H]54)C2
GBHKWXUSQTVIBN-UHFFFAOYSA-N	1			CC1(C)Oc2cc(N3CCN(C(=O)OCc4ccccc4)CC3)c([N+](=O)[O-])cc2-c2c1cnn2-c1ccc(C(=O)O)cc1
GBTYEOLOCAQPPZ-MHZLTWQESA-N	6	ITGB1,ITGA4	Integrin binder,Integrin alpha4beta1 (VLA-4) Antagonists,Cell Adhesion Inhibitors	COCCCN(CC(=O)N[C@@H](CC(=O)O)c1ccc(OC)c(OC)c1)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1
GCBKYZIVRCZIQF-UHFFFAOYSA-N	1	S1PR2	S1PR2 antagonist	COc1cc(OC)c(NC(=O)Cn2c(=O)n(CC(=O)O)c(=O)c3ccccc32)cc1Cl
GCLYTVBHDAOFHM-YOEHRIQHSA-N	1	TSPO	Peripheral Benzodiazepine Receptor (PBR) Ligands	C[C@H]1CCCN(C(=O)[C@@H]2Cc3ccccc3N2c2ccc(=O)n(C)n2)C1
GCUCIFQCGJIRNT-UHFFFAOYSA-N	1	AKR1B1	Aldose Reductase Inhibitors	O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O
GCWGKOCPENDNLZ-UHFFFAOYSA-N	1	NAMPT	NAMPT inhibitor	
GCWIICJLIHIUNY-UHFFFAOYSA-N	3	CTSZ,CTSV,CTSF	Cathepsin inhibitor	O=C1OC2CN1CCC2Oc1ccccc1
GCZHKZTYTMTFGU-JHOUSYSJSA-N	16	BACE1,CTSD,CTSE,BACE2	Cathepsin D Inhibitors,Cathepsin E Inhibitors,beta-Secretase 2 (BACE2) Inhibitors,beta-Secretase 1 (BACE1) Inhibitors	COCc1cc2cc(c1)C(=O)N[C@H]([C@H](O)CNC1(c3cccc(C(C)C)c3)CC1)Cc1cccc(c1)OCCCCN2
GDJANRNMFHNVOW-DCPHZVHLSA-N	1	SPHK1	SPHK1 inhibitor	C[C@H](NC(=O)[C@H]1NCC[C@@H]1O)c1ccc(-c2noc(CCC3CCCC3)n2)cc1
GDJTWWGJXFJUTQ-KRWDZBQOSA-N	1	CHRNA7	Nicotinic alpha7 Agonists	Cc1ccc(-c2ccc(O[C@H]3CN4CCC3CC4)nn2)c(F)c1
GDLBFKVLRPITMI-UHFFFAOYSA-N	3	CA1,KCNJ11	potassium channel activator	CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
GDLIGKIOYRNHDA-UHFFFAOYSA-N	1	SLC6A4	Serotonin Transporter (SERT) Inhibitors	CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
GDOVFSONSLOIAK-KRWDZBQOSA-N	2	PREP	POP) Inhibitors,Prolyl Endopeptidase (prolyl oligopeptidase	O=C([C@@H]1CSCN1C(=O)CC1Cc2ccccc2C1)N1CCCC1
GDQXJQSQYMMKRA-UHFFFAOYSA-N	10	CAMK2A,CAMK2B,CAMK2G,MAPK13,FYN	Calmodulin-Dependent Protein Kinase II (CaMK-II) Inhibitors,Extracellular-Regulated Kinase (ERK) Inhibitors	CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21
GDZMTYCCFDKAOL-UHFFFAOYSA-N	1	APOB	ApoB Secretion Inhibitors	CC(C)(C)OC(=O)NCCc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)cc1
GEHJIACZUFWBTK-UHFFFAOYSA-N	4	MYLK2,MYLK,MYLK3,MYLK4	Myosin Light Chain Kinase (MLCK) Inhibitors	O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1
GEPYBHCJBORHCE-SFHVURJKSA-N	4	EP300,CREBBP	CREBBP / CBP / KAT3A,N-Ac Lysine competitive CREBBP inhibitor	COc1ccc(CCc2nc3cc(-c4c(C)noc4C)ccc3n2C[C@H](C)N2CCOCC2)cc1Cl
GERJIEKMNDGSCS-DQEYMECFSA-N	1	LTA4H	inhibition of leukotriene A4 hydrolase	O=C(O)c1ccc(CN2C[C@@H]3C[C@H]2CN3Cc2ccc(Oc3ccc(-c4ncco4)cc3)cc2)cc1
GEVVQZHMFVFGLN-HDJSIYSDSA-N	1	DGAT1	Diacylglycerol Acyltransferase type 1 (DGAT-1) Inhibitors	Nc1ncnc2c1C(=O)N(c1ccc([C@H]3CC[C@H](CC(=O)O)CC3)cc1)CCO2
GEWCGOGVWLUKRX-LOACHALJSA-N	11	MMP14,MMP15,MMP16,MMP17,MMP11,MMP19,MMP20,MMP21,MMP23A,MMP27,MMP28	Collagenase Inhibitors	CC(C)C[C@H](NC(=O)C(CS)CCc1ccccc1)C(N)=O
GFBPVYVWAHGFJY-UHFFFAOYSA-N	2	RAF1,BRAF	Mutant RAF kinase inhibitor	
GFCFHPBOVAMCFA-VMDCBLMVSA-O	1	CBX6	CBX6 inhibitor	CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1ccc(Br)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCC[N+](C)(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)O)C(N)=O
GFFPVFWRCCFTOC-UHFFFAOYSA-N	1			
GFGMISOSPOPSHN-NOCYUORASA-N	1	DAPK1	DAPK1/3 inhibitor	O=C1OC(/C=C/c2ccccc2)=N/C1=C\c1cccnc1
GFMMXOIFOQCCGU-UHFFFAOYSA-N	6	MAP2K7,MAPK13	Inhibitors of Signal Transduction Pathways,Extracellular-Regulated Kinase (ERK) Inhibitors,Mitogen-Activated Protein (MAP) Kinase Kinase (MEK) Inhibitors	O=C(NOCC1CC1)c1ccc(F)c(F)c1Nc1ccc(I)cc1Cl
GFWPWSNIXRDQJC-UHFFFAOYSA-N	2	PLA2G10	Non-Steroidal Antiinflammatory Drugs,Phospholipase A2 (PLA2) Inhibitors	O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1c1c(O)cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc12
GFXMFSCCEVADLF-UHFFFAOYSA-N	4	CDK2,CCNE1,CCNB2,CCNE2	CDK2/Cyclin E Inhibitors	CC(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1
GGALEXMXDMUMDM-UHFFFAOYSA-N	1	HTR1B	5-HT1B Agonists	Clc1cccc(SC2CCNCC2)n1
GGJXMJDJTXWIKJ-JOCHJYFZSA-N	1			
GGMAXEWLXWJGSF-PEWBXTNBSA-N	1	APLNR	APLNR agonist	CSCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)O
GGMKSZQCUBFLME-HJWRWDBZSA-N	1	XPO1	XPO1 (CRM1) inhibitor	O=C(/C=C\C(=O)Nc1cccc(Cl)c1)Nc1ccc(Br)cc1
GGPZCOONYBPZEW-UHFFFAOYSA-N	12	FLT1,KDR,KIT	Angiogenesis Inhibitors,KIT (C-KIT) Inhibitors,VEGFR-2 (FLK-1/KDR) Inhibitors,VEGFR-1 (Flt-1) Inhibitors	O=C(Nc1ccc(Cl)cc1)c1ccccc1NCc1ccncc1
GGUSQTSTQSHJAH-UHFFFAOYSA-N	1	GRIN1	NMDA Antagonists	OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1
GGVFBUYNEPBFQT-UHFFFAOYSA-N	1			O=C(O)c1c(O)cccc1CCc1ccc2ccccc2c1
GGXICVAJURFBLW-CEYXHVGTSA-N	1	PTGFR	Prostaglandin F agonists	CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
GHASVSINZRGABV-UHFFFAOYSA-N	4	TYMS,TRMT2A,TRUB1,PUS10	thymidylate synthase inhibitor	O=c1[nH]cc(F)c(=O)[nH]1
GHBUMWHHZFGRDI-AWEZNQCLSA-N	9	NME1,NME2,PDE2A	Nucleoside-Diphosphate Kinase Inhibitors,Phosphodiesterase IV Inhibitors,Phosphodiesterase III Inhibitors	COc1cc(OC)cc(C2=N[C@H](CO)Cc3cc(OC)c(OC)cc32)c1
GHBUPSVATJKTRR-UHFFFAOYSA-N	1	ILK	integrin-linked kinase inhibitor	CNC(=O)CCc1cc(-c2ccc(-c3ccc(C(F)(F)F)cc3)cc2)n(-c2ccc(N3CCNCC3)cc2)n1
GHCCBWMZKJQGLS-UHFFFAOYSA-N	1	OPRK1	OPRK1 agonist	O=C(Cc1ccc(Cl)c(Cl)c1)N1CCCCC1CN1CCCC1
GHESWKCVPRIYLS-UHFFFAOYSA-N	3	CCND2,CCND3,CDK6	CDK Inhibitors	O=[N+]([O-])c1ccc(N2CCCC(CO)C2)cc1
GHMKQBWHPQMXSH-UHFFFAOYSA-N	2	NFKB1	NF-kappaB (NFKB) Activation Inhibitors,Antiinflammatory Drugs	O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cnc(Cl)nc1C(F)(F)F
GHNVVDAQSLCEMR-UHFFFAOYSA-N	1	AGPAT2	Lysophosphatidic Acid-Acyltransferase beta (LPAAT-beta) Inhibitors	C#CCOC(=O)Nc1ccc(Cl)c(-c2nc3cc(Cl)ccc3s2)c1
GHOSNRCGJFBJIB-UHFFFAOYSA-N	1	AGTR1	Angiotensin AT1 Antagonists	CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
GHTGYZMBQPXTCQ-UHFFFAOYSA-N	1	CFTR	CFTR modulator	CC1(C)Cc2c(sc(NC(=O)c3ccn[nH]3)c2C(N)=O)C(C)(C)O1
GHVMTHKJUAOZJP-CGTJXYLNSA-N	1	ADAM10	ADAM10 gene inhibitor	CNC(=O)[C@@H](NC(=O)[C@H](CCCc1ccccc1)[C@H](C)N(O)C=O)C(C)(C)C
GHWJEDJMOVUXEC-UHFFFAOYSA-N	1	DRD1	DRD1 agonist	Oc1cc2c(c(Cl)c1O)CCNCC2c1ccccc1
GIJDWRLMGLMKPQ-UHFFFAOYSA-N	2	MTOR	FRAP1) Inhibitors,Mammalian Target of Rapamycin (mTOR	NC(=O)c1nc(-c2cccnc2)nc2c1[nH]c(=O)n2C1CCN(C(=O)OCc2ccccc2)CC1
GIUYCYHIANZCFB-FJFJXFQQSA-N	3	RRM1,DCK,POLA1	Purine Antagonists	Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O
GJINDJNJRPIQNH-UHFFFAOYSA-N	25	FLT3,FGFR3,ABL2,ABL1,BCR	Angiogenesis Inhibitors,Bcr-Abl Kinase Inhibitors,FGFR3 Inhibitors,Flt3 (FLK2/STK1) Inhibitors,Inhibitors of Signal Transduction Pathways	CCN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)N(C)c4ncnc5[nH]ccc45)c3)cc2C(F)(F)F)CC1
GJJFMKBJSRMPLA-HIFRSBDPSA-N	4	SLC6A2,SLC6A4	Norepinephrine Reuptake Inhibitors,5-HT Reuptake Inhibitors	CCN(CC)C(=O)[C@]1(c2ccccc2)C[C@@H]1CN
GJNDXQBALKCYSZ-RYUDHWBXSA-N	1	CAPN1	Calpain Inhibitors	CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
GJPICJJJRGTNOD-UHFFFAOYSA-N	4	EDNRA,EDNRB	Endothelin ETB Receptor Antagonists,Endothelin ETA Receptor Antagonists	COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO
GJQPMPFPNINLKP-UHFFFAOYSA-N	9	CA5A,CA12,CA1,CA10,CA11,CA3,CA4,CA5B,CA8	Carbonic Anhydrase Inhibitors	NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
GJSLOMWRLALDCT-UHFFFAOYSA-N	1	TSPO	Peripheral-type benzodiazepine receptors potentiator	CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
GJZVQXWEIYRHBE-UHFFFAOYSA-N	1	GABBR1	GABBR1 antagonist	
GKCBAIGFKIBETG-UHFFFAOYSA-N	1			CCCCNc1ccc(C(=O)OCCN(C)C)cc1
GKFPROVOIQKYTO-UZLBHIALSA-N	4	FNTB,FNTA	Farnesyltransferase (geranylgeranyl pyrophosphate synthase) Inhibitors,Inhibitors of Signal Transduction Pathways	COC(=O)[C@H](CCSC)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1ccccc1
GKJZEKSHCJELPL-UHFFFAOYSA-N	1	ADRB1	ADRB1 antagonist	Cn1cc(C(F)(F)F)nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1
GKTWGGQPFAXNFI-HNNXBMFYSA-N	1	P2RY12	P2Y12 (P2T) Antagonists	COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1
GKTWGGQPFAXNFI-UHFFFAOYSA-N	1	P2RY12	P2RY12 antagonist	COC(=O)C(c1ccccc1Cl)N1CCc2sccc2C1
GKWHICIUSVVNGX-MRXNPFEDSA-N	1	HTR1F	5-hydroxytryptamine receptor 1F receptor agonist	CN(C)[C@@H]1CCc2[nH]c3ccc(NC(=O)c4ccc(F)cc4)cc3c2C1
GKWPCEFFIHSJOE-UHFFFAOYSA-N	1	AHR	Immunomodulator	CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1
GLBZSOQDAOLMGC-UHFFFAOYSA-N	2	MET	c-Met) Inhibitors,HGFR (MET	COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1
GLLPUTYLZIKEGF-HAVVHWLPSA-N	4	TBXA2R,TBXAS1	Thromboxane Synthase Inhibitors,Prostanoid TP Antagonists	O=C(O)CCCCO/N=C(/c1cccnc1)c1cccc(C(F)(F)F)c1
GLVAUDGFNGKCSF-UHFFFAOYSA-N	8	PPAT,IMPDH1,HPRT1,IMPDH2	Immunosuppressive,Purine Antagonists	S=c1[nH]cnc2[nH]cnc12
GLXSBZGTGMPDKH-UHFFFAOYSA-N	2	MTNR1A,MTNR1B	Melatonin Antagonists	O=C(NCCc1cccc2ccccc12)C1CCC1
GMGMDWSPSKXMJH-OAQYLSRUSA-N	1	GCK	Glucokinase Activators	COc1ccc2nc(NC(=O)[C@H](CC3CCCC3)c3ccc(S(=O)(=O)N4CCN(C)CC4)cc3)sc2n1
GMJJUIPOBZLSRJ-MRXNPFEDSA-N	3	ATR	DNA damage reversal pathway modulator,Chemosensitizer,ATR gene inhibitor	C[C@@H]1COCCN1c1cc(C2(S(C)(=O)=O)CCOCC2)nc(-c2cccc3[nH]ccc23)n1
GMLKJSOWCKBKLX-UHFFFAOYSA-N	2	ROCK1,ROCK2	Rho Kinase Inhibitors	c1cc2c(N3CCNCC3)nc(-c3ccc4[nH]ncc4c3)nc2cn1
GMNKEZBZYKGPTL-LUAWRHEFSA-N	1			
GMPKIPWJBDOURN-UHFFFAOYSA-N	1			
GMPQGWXPDRNCBL-UHFFFAOYSA-N	1			COc1cc(-c2nn(CCN3CCC(N(C)C)CC3)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C
GMQJALWDENUKHB-UHFFFAOYSA-N	1	CYP11B2	Cytochrome P450 11B2 (Aldosterone Synthase) Inhibitors	CCS(=O)(=O)NCc1cncc(-c2cc3ccc(Cl)cc3n2C)c1
GMQUVXSLXJHXLX-URLMMPGGSA-N	1	SSTR2	Somatostatin SRIF1A (sst2) Antagonists	CC(C)(C)OC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C1CCN(S(=O)(=O)c2ccccc2)CC1
GMRQFYUYWCNGIN-NKMMMXOESA-N	2	CYP27B1,VDR	CYP27B1 metabolite	C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CCCC(C)(C)O)C[C@@H](O)C[C@@H]1O
GMTAOJMPNXLKJI-UHFFFAOYSA-N	1	MAP3K12	DLK Inhibitor	N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)n(C3CCCC3)n2)c1
GMZVRMREEHBGGF-UHFFFAOYSA-N	8	GRIA1,GRIA2,GRIA3,GRIA4	Nootropic,AMPA Receptor Postiive Allosteric Modulators	NC(=O)CN1CCCC1=O
GNGQIYWNWWWRFG-KNLPWXKFSA-N	1	ENPP2	autotaxin inhibitor	
GNKAYRQCODZPBL-HSZRJFAPSA-N	1	GCK	GCK allosteric activator	
GNKXHXKTZQAERZ-UHFFFAOYSA-N	1	PTPN11	SHP2 inhibitor	
GNMUEVRJHCWKTO-HXUWFJFHSA-N	1	BRD4	N-Ac Lysine competitive BET family inhibitor BRD4	Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@H](CC(=O)Nc1ccc(O)cc1)c1nnc(C)n1-2
GNOZQRKYZJSIPZ-UHFFFAOYSA-N	2	CMA1,CTSG	Dual mast cell chymase, Cathepsin G inhibitor	CN(C(=O)c1cc2ccccc2cc1C(=O)C(c1cccc2ccccc12)P(=O)(O)O)C1CCN(C(=O)c2ccccc2)CC1
GNRIZKKCNOBBMO-UHFFFAOYSA-N	6	SMPD1,FASN	Antioxidants,Acidic Sphingomyelinase (A-SMase) Inhibitors,Fatty Acid Synthase Inhibitors	COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C
GNZCSGYHILBXLL-UHFFFAOYSA-N	2	GLP1R	GLP-1 Receptor Agonists,positive allosteric modulator of GLP1R	CC(C)(C)Nc1nc2cc(Cl)c(Cl)cc2nc1S(C)(=O)=O
GODKPWYLLOOFQL-KDURUIRLSA-N	1			C[C@H]1CN(c2ccc(Nc3ncc4ccn(-c5cc(F)c(CN6CCOCC6)c(F)c5)c4n3)cn2)C[C@@H](C)N1
GOLXRNDWAUTYKT-UHFFFAOYSA-N	2	APP	beta-Amyloid (Abeta) Protein Neurotoxicity Inhibitors,Free Radical Scavengers	O=C(O)CCc1c[nH]c2ccccc12
GORPFHTVXJBJQH-XJYRRQLNSA-N	2	FKBP1A	BMP pathway agonist,Rotamase (FKBP12) Inhibitors	
GOTMKOSCLKVOGG-OAHLLOKOSA-N	8	DRD5,DRD1	Dopamine D5 Antagonists,Dopamine D1 Antagonists,DRD5 antagonist,DRD1 antagonist	CN1CCc2cc(Cl)c(O)cc2[C@@H](c2ccccc2)C1
GOTYRUGSSMKFNF-UHFFFAOYSA-N	3	CRBN	TNF-alpha Production Inhibitors,Angiogenesis Inhibitors,DDB1-CRBN modulator	Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
GOVANMMKAZSZDV-OAHLLOKOSA-N	2	EGFR	erbB1) Inhibitors,EGFR (HER1	CCC(=O)Nc1cccc(-c2cc3c(N[C@H](C)c4ccccc4)ncnc3[nH]2)c1
GOVVZKTWJFVEFJ-MPKXVKKWSA-N	1	CXCR2	Chemokine CXCR2  (IL-8 beta Receptor) Antagonists	CC[C@@H](Nc1c(Nc2ccc(Cl)c(S(=O)(=O)N(C)OC)c2O)c(=O)c1=O)[C@H]1CC[C@@H](C)O1
GOVYBPLHWIEHEJ-UHFFFAOYSA-N	2	HDAC6	HDAC 6/8,Histone deacetylase-6 inhibitor	CN1CCc2c(c3ccccc3n2Cc2ccc(C(=O)NO)cc2)C1
GOWDFSKVUJAHJJ-UHFFFAOYSA-N	2	CA1,CA2	Carbonic anhydrase inhibitor	NS(=O)(=O)N1CCCCCC1
GPDKREBNFFEDHW-UHFFFAOYSA-N	5	CES1,CES1P1,CES2,CES3,CES5A	Carboxylesterase Inhibitors	O=C(C(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1
GPEJLSOTBIROAY-QHCPKHFHSA-N	1	CYP11B2	Cytochrome P450 11B2 (Aldosterone Synthase) Inhibitors	
GPFXZYJYVUTNSE-LCPICFLISA-N	3	HSPA1A,HSPA4,HSPA8	covalent HSP70 inhibitor	C=CC1=CC[C@H]2[C@@H](C[C@@H](O)[C@@]3(O)[C@@]4(C)C(=O)O[C@H]4CC[C@]23C)[C@H]1C
GPKJTRJOBQGKQK-UHFFFAOYSA-N	16	PLA2G2A,PLA2G2D,TP53,PRNP	NF-kappaB (NFKB) Activation Inhibitors,Cytokine Production Inhibitors,Secretory Phospholipase A2 (sPLA2) Inhibitors,TP53 Expression Enhancers	CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12
GPLUUMAKBFSDIE-KRWDZBQOSA-N	1	CXCR3	Chemokine CCR3 Antagonists	NC(=O)c1ccc(CNC(=O)NC[C@H]2CN(Cc3ccc(Cl)c(Cl)c3)CCO2)cc1
GPMXUUPHFNMNDH-UHFFFAOYSA-N	1			O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1
GPTFURBXHJWNHR-UHFFFAOYSA-N	16	SLC6A2,SLC6A4,ACHE,HDAC6	Serotonin Transporter (SERT) Inhibitors,Norepinephrine Transporter (NET) Inhibitors,Acetylcholinesterase Inhibitors,Inhibits LPS induced cytokine secretion	CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3
GPTKKIOZEZUGBH-RTWAWAEBSA-N	4	ABCC8,ABCC9,KCNJ8,KCNJ11	K(ATP) Channel Activators	CC1(C)Oc2ccc(S(=O)(=O)Nc3ccccc3)cc2[C@@H](N2CCCCC2=O)[C@@H]1O
GPWMBZKWWUXUPP-HDICACEKSA-N	1	SMO	smoothened antagonist	Cc1c(C(=O)Nc2ccc(N3C[C@H](C)O[C@H](C)C3)nc2)cccc1-c1ccc(C#N)cc1
GPXBXXGIAQBQNI-UHFFFAOYSA-N	4	BRAF,FECH	Raf kinase B Inhibitors,Inhibitors of Signal Transduction Pathways	CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F
GQEOCXVLXYTOAW-HSZRJFAPSA-N	1	C5AR1	C5a Receptor antagonist	CO[C@@H]1CCN(c2nc(-c3c(C)ccc4[nH]nc(C)c34)nc3c2CN(c2c(Cl)c(C4CC4)nn2C)CC3)CC1(C)C
GRHBODILPPXVKN-UHFFFAOYSA-N	9	SCN3A,SCN9A,SCN10A	Nav1.8 (SNS/PN3) Sodium Channel Blockers,Nav1.7 (PN1/hNE-Na) Sodium Channel Blockers,Nav1.3 (Brain Type III) Sodium Channel Blockers	CCCCOc1cccc(CCNCC(=O)N(C)C)c1
GRPDJYSPOSONBX-CXXVJMAYSA-O	9	CHRM3,CHRM2,CHRM1	Muscarinic M3 Antagonists,Muscarinic M2 Antagonists,Muscarinic M1 Antagonists	O=C(C[N+]12CCC(CC1)[C@@H](OC(=O)C(O)(c1cccs1)C1CCCCC1)C2)Nc1ccon1
GRPDTQVFLZSLBL-FRFSOERESA-N	1	DRD2	Dopamine D2 Agonists	
GRWNPFJXINLSNF-UHFFFAOYSA-N	2	RORC,RORB	Retinoid receptor modulator	CCS(=O)(=O)c1ccc(CC(=O)Nc2nc(-c3cccc(Cl)c3)c(C(=O)c3ccccc3Cl)s2)cc1
GRXCLNMCJWKTAT-UHFFFAOYSA-N	1	MOGAT3	MOGAT 3 inhibitor	COc1cccc(CC(=O)N2Cc3ccc(S(=O)(=O)Nc4cnn(C5CCC5)n4)cc3C2)c1
GRZXWCHAXNAUHY-NSISKUIASA-N	3	AKT2,AKT1,AKT3	AKT inhibitor	CC(C)NC[C@@H](C(=O)N1CCN(c2ncnc3c2[C@H](C)C[C@H]3O)CC1)c1ccc(Cl)cc1
GSCPDZHWVNUUFI-UHFFFAOYSA-N	3	PARP1	Free Radical Scavengers,PARP) Inhibitors,NAD+ ADP-Ribosyltransferase (poly(ADP-ribose)polymerase	NC(=O)c1cccc(N)c1
GSDSWSVVBLHKDQ-JTQLQIEISA-N	1			
GSFDFZOSYZNZOA-ROMNCUSUSA-N	2	LDLR	LDL-Receptor Up-Regulators,INSIG-1 Expression Enhancers	C=CC[C@H]1[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3CC[C@@H]4[C@H](C)CCCC(C)C)[C@@]2(C)CC[C@H]1O
